date,category,value_gwh
2020-10-18,Wind_Offshore,5.73
2020-10-18,Wind_Onshore,20.56
2020-10-19,Biomass,7.69
2020-10-19,Coal_Hard_Coal,14.43
2020-10-19,Coal_Lignite,17.96
2020-10-19,Gas,11.61
2020-10-19,Hydro,5.34
2020-10-19,Nuclear,9.09
2020-10-19,Other,1.99
2020-10-19,Solar,10.58
2020-10-19,Wind_Offshore,5.77
2020-10-19,Wind_Onshore,20.14
2020-10-20,Biomass,7.61
2020-10-20,Coal_Hard_Coal,14.11
2020-10-20,Coal_Lignite,20.34
2020-10-20,Gas,11.13
2020-10-20,Hydro,4.78
2020-10-20,Nuclear,9.6
2020-10-20,Other,2.11
2020-10-20,Solar,11.36
2020-10-20,Wind_Offshore,6.72
2020-10-20,Wind_Onshore,20
2020-10-21,Biomass,8.57
2020-10-21,Coal_Hard_Coal,13.8
2020-10-21,Coal_Lignite,18.32
2020-10-21,Gas,11.93
2020-10-21,Hydro,4.52
2020-10-21,Nuclear,9.78
2020-10-21,Other,1.86
2020-10-21,Solar,12.07
2020-10-21,Wind_Offshore,6.07
2020-10-21,Wind_Onshore,19.27
2020-10-22,Biomass,8.75
2020-10-22,Coal_Hard_Coal,14.42
2020-10-22,Coal_Lignite,17.43
2020-10-22,Gas,11.99
2020-10-22,Hydro,5.07
2020-10-22,Nuclear,9.75
2020-10-22,Other,1.83
2020-10-22,Solar,12.73
2020-10-22,Wind_Offshore,5.94
2020-10-22,Wind_Onshore,19.74
2020-10-23,Biomass,7.94
2020-10-23,Coal_Hard_Coal,13.91
2020-10-23,Coal_Lignite,18.04
2020-10-23,Gas,12.16
2020-10-23,Hydro,4.59
2020-10-23,Nuclear,9.02
2020-10-23,Other,1.98
2020-10-23,Solar,12.26
2020-10-23,Wind_Offshore,5.68
2020-10-23,Wind_Onshore,20.67
2020-10-24,Biomass,7.47
2020-10-24,Coal_Hard_Coal,13.24
2020-10-24,Coal_Lignite,20.18
2020-10-24,Gas,11.33
2020-10-24,Hydro,5.3
2020-10-24,Nuclear,10.79
2020-10-24,Other,2.19
2020-10-24,Solar,12.38
2020-10-24,Wind_Offshore,5.88
2020-10-24,Wind_Onshore,21.06
2020-10-25,Biomass,8.6
2020-10-25,Coal_Hard_Coal,15.28
2020-10-25,Coal_Lignite,20.67
2020-10-25,Gas,12.58
2020-10-25,Hydro,4.91
2020-10-25,Nuclear,10.68
2020-10-25,Other,2.16
2020-10-25,Solar,12.56
2020-10-25,Wind_Offshore,6.41
2020-10-25,Wind_Onshore,19.46
2020-10-26,Biomass,7.38
2020-10-26,Coal_Hard_Coal,14.58
2020-10-26,Coal_Lignite,19.01
2020-10-26,Gas,12.96
2020-10-26,Hydro,5.27
2020-10-26,Nuclear,9.34
2020-10-26,Other,2.11
2020-10-26,Solar,12.78
2020-10-26,Wind_Offshore,6.47
2020-10-26,Wind_Onshore,17.81
2020-10-27,Biomass,7.54
2020-10-27,Coal_Hard_Coal,13.41
2020-10-27,Coal_Lignite,19.34
2020-10-27,Gas,12.46
2020-10-27,Hydro,5.27
2020-10-27,Nuclear,10.59
2020-10-27,Other,1.88
2020-10-27,Solar,11.35
2020-10-27,Wind_Offshore,6.27
2020-10-27,Wind_Onshore,21.58
2020-10-28,Biomass,7.23
2020-10-28,Coal_Hard_Coal,13.28
2020-10-28,Coal_Lignite,20.44
2020-10-28,Gas,11.48
2020-10-28,Hydro,4.61
2020-10-28,Nuclear,10.69
2020-10-28,Other,1.97
2020-10-28,Solar,12.25
2020-10-28,Wind_Offshore,6.75
2020-10-28,Wind_Onshore,20.92
2020-10-29,Biomass,7.66
2020-10-29,Coal_Hard_Coal,14.99
2020-10-29,Coal_Lignite,18.25
2020-10-29,Gas,11.2
2020-10-29,Hydro,5.25
2020-10-29,Nuclear,10.64
2020-10-29,Other,1.87
2020-10-29,Solar,12.19
2020-10-29,Wind_Offshore,6.94
2020-10-29,Wind_Onshore,20.02
2020-10-30,Biomass,7.33
2020-10-30,Coal_Hard_Coal,13.2
2020-10-30,Coal_Lignite,19.71
2020-10-30,Gas,12.88
2020-10-30,Hydro,5
2020-10-30,Nuclear,10.68
2020-10-30,Other,1.81
2020-10-30,Solar,12.3
2020-10-30,Wind_Offshore,6.88
2020-10-30,Wind_Onshore,20.48
2020-10-31,Biomass,8.54
2020-10-31,Coal_Hard_Coal,14.94
2020-10-31,Coal_Lignite,18.99
2020-10-31,Gas,13.07
2020-10-31,Hydro,5.21
2020-10-31,Nuclear,9.93
2020-10-31,Other,1.82
2020-10-31,Solar,11.6
2020-10-31,Wind_Offshore,7.07
2020-10-31,Wind_Onshore,21.04
2020-11-01,Biomass,8.29
2020-11-01,Coal_Hard_Coal,13.99
2020-11-01,Coal_Lignite,17.81
2020-11-01,Gas,10.85
2020-11-01,Hydro,5.3
2020-11-01,Nuclear,9.02
2020-11-01,Other,1.81
2020-11-01,Solar,11.88
2020-11-01,Wind_Offshore,6.76
2020-11-01,Wind_Onshore,20.35
2020-11-02,Biomass,8.19
2020-11-02,Coal_Hard_Coal,14.38
2020-11-02,Coal_Lignite,18.62
2020-11-02,Gas,11.44
2020-11-02,Hydro,4.68
2020-11-02,Nuclear,10.82
2020-11-02,Other,1.82
2020-11-02,Solar,11.68
2020-11-02,Wind_Offshore,6.2
2020-11-02,Wind_Onshore,22.08
2020-11-03,Biomass,7.91
2020-11-03,Coal_Hard_Coal,14.49
2020-11-03,Coal_Lignite,17.41
2020-11-03,Gas,12.3
2020-11-03,Hydro,4.65
2020-11-03,Nuclear,10.5
2020-11-03,Other,2.08
2020-11-03,Solar,12.94
2020-11-03,Wind_Offshore,6.82
2020-11-03,Wind_Onshore,21
2020-11-04,Biomass,7.96
2020-11-04,Coal_Hard_Coal,12.96
2020-11-04,Coal_Lignite,19.51
2020-11-04,Gas,10.85
2020-11-04,Hydro,4.57
2020-11-04,Nuclear,9.32
2020-11-04,Other,2.19
2020-11-04,Solar,11.29
2020-11-04,Wind_Offshore,6.71
2020-11-04,Wind_Onshore,21.54
2020-11-05,Biomass,7.21
2020-11-05,Coal_Hard_Coal,15.34
2020-11-05,Coal_Lignite,19.12
2020-11-05,Gas,12.78
2020-11-05,Hydro,4.62
2020-11-05,Nuclear,9.28
2020-11-05,Other,2.1
2020-11-05,Solar,12.15
2020-11-05,Wind_Offshore,6.35
2020-11-05,Wind_Onshore,22.35
2020-11-06,Biomass,7.27
2020-11-06,Coal_Hard_Coal,14.24
2020-11-06,Coal_Lignite,17.97
2020-11-06,Gas,12.06
2020-11-06,Hydro,5.24
2020-11-06,Nuclear,9.7
2020-11-06,Other,1.91
2020-11-06,Solar,13.06
2020-11-06,Wind_Offshore,6.62
2020-11-06,Wind_Onshore,19.42
2020-11-07,Biomass,8.36
2020-11-07,Coal_Hard_Coal,14.38
2020-11-07,Coal_Lignite,20.48
2020-11-07,Gas,13.09
2020-11-07,Hydro,5.02
2020-11-07,Nuclear,9.16
2020-11-07,Other,1.84
2020-11-07,Solar,11.6
2020-11-07,Wind_Offshore,6.88
2020-11-07,Wind_Onshore,19.76
2020-11-08,Biomass,8.25
2020-11-08,Coal_Hard_Coal,14.34
2020-11-08,Coal_Lignite,20.03
2020-11-08,Gas,11.06
2020-11-08,Hydro,4.74
2020-11-08,Nuclear,10.84
2020-11-08,Other,2.15
2020-11-08,Solar,13.18
2020-11-08,Wind_Offshore,6.58
2020-11-08,Wind_Onshore,20.58
2020-11-09,Biomass,8.51
2020-11-09,Coal_Hard_Coal,15.59
2020-11-09,Coal_Lignite,17.6
2020-11-09,Gas,11.56
2020-11-09,Hydro,5.06
2020-11-09,Nuclear,9.94
2020-11-09,Other,2.05
2020-11-09,Solar,13.5
2020-11-09,Wind_Offshore,6.66
2020-11-09,Wind_Onshore,22.86
2020-11-10,Biomass,7.8
2020-11-10,Coal_Hard_Coal,15.34
2020-11-10,Coal_Lignite,18.14
2020-11-10,Gas,12.75
2020-11-10,Hydro,5.23
2020-11-10,Nuclear,10.98
2020-11-10,Other,2
2020-11-10,Solar,12.25
2020-11-10,Wind_Offshore,6.23
2020-11-10,Wind_Onshore,20.89
2020-11-11,Biomass,8.17
2020-11-11,Coal_Hard_Coal,15.28
2020-11-11,Coal_Lignite,18.03
2020-11-11,Gas,11.98
2020-11-11,Hydro,5.21
2020-11-11,Nuclear,9.32
2020-11-11,Other,1.84
2020-11-11,Solar,13.73
2020-11-11,Wind_Offshore,6.62
2020-11-11,Wind_Onshore,21.4
2020-11-12,Biomass,7.54
2020-11-12,Coal_Hard_Coal,15.05
2020-11-12,Coal_Lignite,17.71
2020-11-12,Gas,12.92
2020-11-12,Hydro,4.76
2020-11-12,Nuclear,10.89
2020-11-12,Other,1.88
2020-11-12,Solar,12
2020-11-12,Wind_Offshore,6.22
2020-11-12,Wind_Onshore,21.37
2020-11-13,Biomass,8.42
2020-11-13,Coal_Hard_Coal,13.84
2020-11-13,Coal_Lignite,19.88
2020-11-13,Gas,11.71
2020-11-13,Hydro,4.78
2020-11-13,Nuclear,10.49
2020-11-13,Other,1.83
2020-11-13,Solar,11.97
2020-11-13,Wind_Offshore,6.32
2020-11-13,Wind_Onshore,19.99
2020-11-14,Biomass,8.4
2020-11-14,Coal_Hard_Coal,13.83
2020-11-14,Coal_Lignite,20.05
2020-11-14,Gas,12.32
2020-11-14,Hydro,4.83
2020-11-14,Nuclear,9.86
2020-11-14,Other,1.81
2020-11-14,Solar,13.26
2020-11-14,Wind_Offshore,7.22
2020-11-14,Wind_Onshore,23.17
2020-11-15,Biomass,7.27
2020-11-15,Coal_Hard_Coal,13.15
2020-11-15,Coal_Lignite,19.57
2020-11-15,Gas,11.32
2020-11-15,Hydro,4.63
2020-11-15,Nuclear,10.99
2020-11-15,Other,2.16
2020-11-15,Solar,12.6
2020-11-15,Wind_Offshore,6.42
2020-11-15,Wind_Onshore,20.63
2020-11-16,Biomass,8.32
2020-11-16,Coal_Hard_Coal,15.2
2020-11-16,Coal_Lignite,17.82
2020-11-16,Gas,11.17
2020-11-16,Hydro,4.69
2020-11-16,Nuclear,9.85
2020-11-16,Other,2.12
2020-11-16,Solar,12.98
2020-11-16,Wind_Offshore,7.56
2020-11-16,Wind_Onshore,19.65
2020-11-17,Biomass,8.75
2020-11-17,Coal_Hard_Coal,13.72
2020-11-17,Coal_Lignite,18.82
2020-11-17,Gas,11.63
2020-11-17,Hydro,5.41
2020-11-17,Nuclear,10.85
2020-11-17,Other,2.12
2020-11-17,Solar,14.22
2020-11-17,Wind_Offshore,7.05
2020-11-17,Wind_Onshore,19.73
2020-11-18,Biomass,8.32
2020-11-18,Coal_Hard_Coal,14.49
2020-11-18,Coal_Lignite,20.35
2020-11-18,Gas,11.15
2020-11-18,Hydro,4.59
2020-11-18,Nuclear,10.52
2020-11-18,Other,2.13
2020-11-18,Solar,12.2
2020-11-18,Wind_Offshore,7.35
2020-11-18,Wind_Onshore,20.82
2020-11-19,Biomass,8.42
2020-11-19,Coal_Hard_Coal,13.23
2020-11-19,Coal_Lignite,17.34
2020-11-19,Gas,12.45
2020-11-19,Hydro,4.82
2020-11-19,Nuclear,9.16
2020-11-19,Other,1.94
2020-11-19,Solar,13.13
2020-11-19,Wind_Offshore,7.25
2020-11-19,Wind_Onshore,22.13
2020-11-20,Biomass,8.12
2020-11-20,Coal_Hard_Coal,13.04
2020-11-20,Coal_Lignite,18.46
2020-11-20,Gas,11.73
2020-11-20,Hydro,4.77
2020-11-20,Nuclear,9.57
2020-11-20,Other,2.05
2020-11-20,Solar,13.31
2020-11-20,Wind_Offshore,6.98
2020-11-20,Wind_Onshore,23.76
2020-11-21,Biomass,8.26
2020-11-21,Coal_Hard_Coal,14.76
2020-11-21,Coal_Lignite,20.1
2020-11-21,Gas,11.99
2020-11-21,Hydro,4.82
2020-11-21,Nuclear,9.89
2020-11-21,Other,1.8
2020-11-21,Solar,12.79
2020-11-21,Wind_Offshore,7.13
2020-11-21,Wind_Onshore,22.98
2020-11-22,Biomass,8.47
2020-11-22,Coal_Hard_Coal,14.04
2020-11-22,Coal_Lignite,20.41
2020-11-22,Gas,12.56
2020-11-22,Hydro,4.83
2020-11-22,Nuclear,10.48
2020-11-22,Other,2.12
2020-11-22,Solar,13.1
2020-11-22,Wind_Offshore,6.95
2020-11-22,Wind_Onshore,23.81
2020-11-23,Biomass,8.72
2020-11-23,Coal_Hard_Coal,13.58
2020-11-23,Coal_Lignite,19.45
2020-11-23,Gas,11.96
2020-11-23,Hydro,4.53
2020-11-23,Nuclear,10.48
2020-11-23,Other,2.17
2020-11-23,Solar,14.74
2020-11-23,Wind_Offshore,6.68
2020-11-23,Wind_Onshore,24.02
2020-11-24,Biomass,8.7
2020-11-24,Coal_Hard_Coal,13.61
2020-11-24,Coal_Lignite,19.69
2020-11-24,Gas,12.82
2020-11-24,Hydro,4.95
2020-11-24,Nuclear,10.91
2020-11-24,Other,1.87
2020-11-24,Solar,14.55
2020-11-24,Wind_Offshore,6.94
2020-11-24,Wind_Onshore,22.95
2020-11-25,Biomass,7.97
2020-11-25,Coal_Hard_Coal,14.31
2020-11-25,Coal_Lignite,17.78
2020-11-25,Gas,12.58
2020-11-25,Hydro,4.91
2020-11-25,Nuclear,9.41
2020-11-25,Other,1.98
2020-11-25,Solar,13.8
2020-11-25,Wind_Offshore,7.9
2020-11-25,Wind_Onshore,22.17
2020-11-26,Biomass,8.3
2020-11-26,Coal_Hard_Coal,14.13
2020-11-26,Coal_Lignite,20.49
2020-11-26,Gas,11.06
2020-11-26,Hydro,4.93
2020-11-26,Nuclear,9.68
2020-11-26,Other,1.83
2020-11-26,Solar,13.73
2020-11-26,Wind_Offshore,6.64
2020-11-26,Wind_Onshore,22.16
2020-11-27,Biomass,7.97
2020-11-27,Coal_Hard_Coal,14.9
2020-11-27,Coal_Lignite,19.08
2020-11-27,Gas,12.34
2020-11-27,Hydro,5.01
2020-11-27,Nuclear,9.78
2020-11-27,Other,2.1
2020-11-27,Solar,13.16
2020-11-27,Wind_Offshore,7.59
2020-11-27,Wind_Onshore,22.82
2020-11-28,Biomass,7.52
2020-11-28,Coal_Hard_Coal,15.58
2020-11-28,Coal_Lignite,19.24
2020-11-28,Gas,13
2020-11-28,Hydro,5.3
2020-11-28,Nuclear,10.05
2020-11-28,Other,2.17
2020-11-28,Solar,15.15
2020-11-28,Wind_Offshore,8
2020-11-28,Wind_Onshore,22.97
2020-11-29,Biomass,7.87
2020-11-29,Coal_Hard_Coal,15.75
2020-11-29,Coal_Lignite,18.35
2020-11-29,Gas,12.08
2020-11-29,Hydro,4.55
2020-11-29,Nuclear,9.05
2020-11-29,Other,2.03
2020-11-29,Solar,14.47
2020-11-29,Wind_Offshore,7.44
2020-11-29,Wind_Onshore,24.34
2020-11-30,Biomass,7.86
2020-11-30,Coal_Hard_Coal,14.02
2020-11-30,Coal_Lignite,20.4
2020-11-30,Gas,12.49
2020-11-30,Hydro,5.37
2020-11-30,Nuclear,10.26
2020-11-30,Other,2.2
2020-11-30,Solar,15.15
2020-11-30,Wind_Offshore,6.72
2020-11-30,Wind_Onshore,23.01
2020-12-01,Biomass,8.67
2020-12-01,Coal_Hard_Coal,15.48
2020-12-01,Coal_Lignite,18.92
2020-12-01,Gas,11.94
2020-12-01,Hydro,4.78
2020-12-01,Nuclear,9.18
2020-12-01,Other,2.18
2020-12-01,Solar,13.12
2020-12-01,Wind_Offshore,7.41
2020-12-01,Wind_Onshore,21.97
2020-12-02,Biomass,8.18
2020-12-02,Coal_Hard_Coal,13.07
2020-12-02,Coal_Lignite,18.78
2020-12-02,Gas,12.32
2020-12-02,Hydro,5.07
2020-12-02,Nuclear,10.03
2020-12-02,Other,1.98
2020-12-02,Solar,15
2020-12-02,Wind_Offshore,6.93
2020-12-02,Wind_Onshore,21.97
2020-12-03,Biomass,8.61
2020-12-03,Coal_Hard_Coal,14.77
2020-12-03,Coal_Lignite,19.11
2020-12-03,Gas,11.49
2020-12-03,Hydro,4.81
2020-12-03,Nuclear,10.8
2020-12-03,Other,2.13
2020-12-03,Solar,15.27
2020-12-03,Wind_Offshore,7.54
2020-12-03,Wind_Onshore,23.19
2020-12-04,Biomass,8.58
2020-12-04,Coal_Hard_Coal,14.73
2020-12-04,Coal_Lignite,17.8
2020-12-04,Gas,11.93
2020-12-04,Hydro,5.26
2020-12-04,Nuclear,10.77
2020-12-04,Other,2.05
2020-12-04,Solar,15.1
2020-12-04,Wind_Offshore,7.8
2020-12-04,Wind_Onshore,25.82
2020-12-05,Biomass,7.46
2020-12-05,Coal_Hard_Coal,15.6
2020-12-05,Coal_Lignite,18.24
2020-12-05,Gas,11.6
2020-12-05,Hydro,5.19
2020-12-05,Nuclear,10.86
2020-12-05,Other,1.94
2020-12-05,Solar,14.27
2020-12-05,Wind_Offshore,7.87
2020-12-05,Wind_Onshore,25.98
2020-12-06,Biomass,8.05
2020-12-06,Coal_Hard_Coal,13.04
2020-12-06,Coal_Lignite,18.33
2020-12-06,Gas,12.33
2020-12-06,Hydro,5.33
2020-12-06,Nuclear,10.8
2020-12-06,Other,1.86
2020-12-06,Solar,15.65
2020-12-06,Wind_Offshore,7.64
2020-12-06,Wind_Onshore,26.33
2020-12-07,Biomass,7.91
2020-12-07,Coal_Hard_Coal,15.33
2020-12-07,Coal_Lignite,17.46
2020-12-07,Gas,11.23
2020-12-07,Hydro,5.48
2020-12-07,Nuclear,9.72
2020-12-07,Other,2.14
2020-12-07,Solar,15.47
2020-12-07,Wind_Offshore,8.47
2020-12-07,Wind_Onshore,25.95
2020-12-08,Biomass,8.39
2020-12-08,Coal_Hard_Coal,14.83
2020-12-08,Coal_Lignite,17.24
2020-12-08,Gas,10.81
2020-12-08,Hydro,5.47
2020-12-08,Nuclear,9.76
2020-12-08,Other,2.16
2020-12-08,Solar,13.6
2020-12-08,Wind_Offshore,7.32
2020-12-08,Wind_Onshore,22.79
2020-12-09,Biomass,8.07
2020-12-09,Coal_Hard_Coal,13.85
2020-12-09,Coal_Lignite,17.49
2020-12-09,Gas,13.15
2020-12-09,Hydro,5.31
2020-12-09,Nuclear,9.13
2020-12-09,Other,1.9
2020-12-09,Solar,15.54
2020-12-09,Wind_Offshore,8.05
2020-12-09,Wind_Onshore,23.05
2020-12-10,Biomass,7.44
2020-12-10,Coal_Hard_Coal,15.09
2020-12-10,Coal_Lignite,20.73
2020-12-10,Gas,12.81
2020-12-10,Hydro,4.63
2020-12-10,Nuclear,10.25
2020-12-10,Other,2.05
2020-12-10,Solar,13.72
2020-12-10,Wind_Offshore,8.25
2020-12-10,Wind_Onshore,24.28
2020-12-11,Biomass,7.49
2020-12-11,Coal_Hard_Coal,14.46
2020-12-11,Coal_Lignite,20.15
2020-12-11,Gas,12.74
2020-12-11,Hydro,4.78
2020-12-11,Nuclear,10.98
2020-12-11,Other,2.09
2020-12-11,Solar,14.02
2020-12-11,Wind_Offshore,7.61
2020-12-11,Wind_Onshore,26.46
2020-12-12,Biomass,7.51
2020-12-12,Coal_Hard_Coal,13.43
2020-12-12,Coal_Lignite,17.33
2020-12-12,Gas,11.05
2020-12-12,Hydro,5.43
2020-12-12,Nuclear,9.03
2020-12-12,Other,2.19
2020-12-12,Solar,13.47
2020-12-12,Wind_Offshore,7.88
2020-12-12,Wind_Onshore,27.23
2020-12-13,Biomass,7.8
2020-12-13,Coal_Hard_Coal,15.04
2020-12-13,Coal_Lignite,20.4
2020-12-13,Gas,12.34
2020-12-13,Hydro,5
2020-12-13,Nuclear,10.64
2020-12-13,Other,2.16
2020-12-13,Solar,14.57
2020-12-13,Wind_Offshore,7.42
2020-12-13,Wind_Onshore,27.17
2020-12-14,Biomass,8.09
2020-12-14,Coal_Hard_Coal,13.42
2020-12-14,Coal_Lignite,20.77
2020-12-14,Gas,11.85
2020-12-14,Hydro,5.43
2020-12-14,Nuclear,9.41
2020-12-14,Other,1.95
2020-12-14,Solar,13.79
2020-12-14,Wind_Offshore,8.41
2020-12-14,Wind_Onshore,23.01
2020-12-15,Biomass,7.52
2020-12-15,Coal_Hard_Coal,13.48
2020-12-15,Coal_Lignite,18.99
2020-12-15,Gas,11.6
2020-12-15,Hydro,5.25
2020-12-15,Nuclear,10.31
2020-12-15,Other,1.91
2020-12-15,Solar,14.16
2020-12-15,Wind_Offshore,7.91
2020-12-15,Wind_Onshore,27.67
2020-12-16,Biomass,7.5
2020-12-16,Coal_Hard_Coal,14.29
2020-12-16,Coal_Lignite,20.73
2020-12-16,Gas,10.91
2020-12-16,Hydro,4.7
2020-12-16,Nuclear,10.78
2020-12-16,Other,2.03
2020-12-16,Solar,14.34
2020-12-16,Wind_Offshore,7.6
2020-12-16,Wind_Onshore,25.77
2020-12-17,Biomass,7.66
2020-12-17,Coal_Hard_Coal,13.25
2020-12-17,Coal_Lignite,20.18
2020-12-17,Gas,11.39
2020-12-17,Hydro,5.12
2020-12-17,Nuclear,10.72
2020-12-17,Other,2.06
2020-12-17,Solar,15.61
2020-12-17,Wind_Offshore,7.79
2020-12-17,Wind_Onshore,27.98
2020-12-18,Biomass,8.77
2020-12-18,Coal_Hard_Coal,14.97
2020-12-18,Coal_Lignite,19.16
2020-12-18,Gas,11.17
2020-12-18,Hydro,5.14
2020-12-18,Nuclear,10.73
2020-12-18,Other,1.86
2020-12-18,Solar,16.82
2020-12-18,Wind_Offshore,7.81
2020-12-18,Wind_Onshore,25.51
2020-12-19,Biomass,8.36
2020-12-19,Coal_Hard_Coal,15.2
2020-12-19,Coal_Lignite,17.57
2020-12-19,Gas,12.83
2020-12-19,Hydro,5.4
2020-12-19,Nuclear,9.62
2020-12-19,Other,2.15
2020-12-19,Solar,14.6
2020-12-19,Wind_Offshore,8.33
2020-12-19,Wind_Onshore,27.63
2020-12-20,Biomass,7.79
2020-12-20,Coal_Hard_Coal,12.88
2020-12-20,Coal_Lignite,17.23
2020-12-20,Gas,11.33
2020-12-20,Hydro,4.53
2020-12-20,Nuclear,10.39
2020-12-20,Other,2.01
2020-12-20,Solar,15.09
2020-12-20,Wind_Offshore,7.71
2020-12-20,Wind_Onshore,28.6
2020-12-21,Biomass,7.84
2020-12-21,Coal_Hard_Coal,13.74
2020-12-21,Coal_Lignite,19.48
2020-12-21,Gas,11.97
2020-12-21,Hydro,4.52
2020-12-21,Nuclear,10.58
2020-12-21,Other,2.07
2020-12-21,Solar,17.13
2020-12-21,Wind_Offshore,7.76
2020-12-21,Wind_Onshore,24.09
2020-12-22,Biomass,7.52
2020-12-22,Coal_Hard_Coal,15.65
2020-12-22,Coal_Lignite,18.13
2020-12-22,Gas,10.96
2020-12-22,Hydro,5.38
2020-12-22,Nuclear,10.04
2020-12-22,Other,2.04
2020-12-22,Solar,16.38
2020-12-22,Wind_Offshore,9.11
2020-12-22,Wind_Onshore,28.43
2020-12-23,Biomass,8.36
2020-12-23,Coal_Hard_Coal,13.8
2020-12-23,Coal_Lignite,18.14
2020-12-23,Gas,11.32
2020-12-23,Hydro,5.37
2020-12-23,Nuclear,9.23
2020-12-23,Other,2.17
2020-12-23,Solar,14.73
2020-12-23,Wind_Offshore,8.11
2020-12-23,Wind_Onshore,28.75
2020-12-24,Biomass,8.45
2020-12-24,Coal_Hard_Coal,13.26
2020-12-24,Coal_Lignite,19.91
2020-12-24,Gas,12.49
2020-12-24,Hydro,5.12
2020-12-24,Nuclear,9.2
2020-12-24,Other,2.03
2020-12-24,Solar,17.31
2020-12-24,Wind_Offshore,8.22
2020-12-24,Wind_Onshore,24.53
2020-12-25,Biomass,7.52
2020-12-25,Coal_Hard_Coal,14.12
2020-12-25,Coal_Lignite,18.29
2020-12-25,Gas,11.01
2020-12-25,Hydro,5.5
2020-12-25,Nuclear,10
2020-12-25,Other,2.16
2020-12-25,Solar,16.09
2020-12-25,Wind_Offshore,7.75
2020-12-25,Wind_Onshore,25.61
2020-12-26,Biomass,7.22
2020-12-26,Coal_Hard_Coal,13.52
2020-12-26,Coal_Lignite,20.39
2020-12-26,Gas,11.52
2020-12-26,Hydro,5.21
2020-12-26,Nuclear,9.5
2020-12-26,Other,1.97
2020-12-26,Solar,14.88
2020-12-26,Wind_Offshore,8.31
2020-12-26,Wind_Onshore,27.47
2020-12-27,Biomass,8.17
2020-12-27,Coal_Hard_Coal,15.33
2020-12-27,Coal_Lignite,19.32
2020-12-27,Gas,11.48
2020-12-27,Hydro,5.29
2020-12-27,Nuclear,10.96
2020-12-27,Other,2.12
2020-12-27,Solar,16.04
2020-12-27,Wind_Offshore,9.22
2020-12-27,Wind_Onshore,27.85
2020-12-28,Biomass,8.47
2020-12-28,Coal_Hard_Coal,15.29
2020-12-28,Coal_Lignite,18.28
2020-12-28,Gas,12.43
2020-12-28,Hydro,4.62
2020-12-28,Nuclear,10.94
2020-12-28,Other,2.02
2020-12-28,Solar,15.16
2020-12-28,Wind_Offshore,9.04
2020-12-28,Wind_Onshore,25.88
2020-12-29,Biomass,8.75
2020-12-29,Coal_Hard_Coal,13.12
2020-12-29,Coal_Lignite,17.83
2020-12-29,Gas,11.32
2020-12-29,Hydro,4.56
2020-12-29,Nuclear,9.39
2020-12-29,Other,1.9
2020-12-29,Solar,17.79
2020-12-29,Wind_Offshore,9.05
2020-12-29,Wind_Onshore,26.16
2020-12-30,Biomass,8.09
2020-12-30,Coal_Hard_Coal,13.51
2020-12-30,Coal_Lignite,20.13
2020-12-30,Gas,11.16
2020-12-30,Hydro,5.44
2020-12-30,Nuclear,9.36
2020-12-30,Other,2.09
2020-12-30,Solar,17.35
2020-12-30,Wind_Offshore,8.36
2020-12-30,Wind_Onshore,26.91
2020-12-31,Biomass,8.44
2020-12-31,Coal_Hard_Coal,15.35
2020-12-31,Coal_Lignite,20.86
2020-12-31,Gas,10.99
2020-12-31,Hydro,5.39
2020-12-31,Nuclear,10.01
2020-12-31,Other,1.84
2020-12-31,Solar,16.26
2020-12-31,Wind_Offshore,8.27
2020-12-31,Wind_Onshore,26.13
2021-01-01,Biomass,8.52
2021-01-01,Coal_Hard_Coal,15.24
2021-01-01,Coal_Lignite,19.17
2021-01-01,Gas,11.47
2021-01-01,Hydro,4.68
2021-01-01,Nuclear,10.5
2021-01-01,Other,2.04
2021-01-01,Solar,16.1
2021-01-01,Wind_Offshore,8.97
2021-01-01,Wind_Onshore,28.97
2021-01-02,Biomass,7.66
2021-01-02,Coal_Hard_Coal,14.03
2021-01-02,Coal_Lignite,19.81
2021-01-02,Gas,12.53
2021-01-02,Hydro,5.42
2021-01-02,Nuclear,9.52
2021-01-02,Other,2.18
2021-01-02,Solar,15.12
2021-01-02,Wind_Offshore,9.02
2021-01-02,Wind_Onshore,27.82
2021-01-03,Biomass,7.67
2021-01-03,Coal_Hard_Coal,14.08
2021-01-03,Coal_Lignite,20.67
2021-01-03,Gas,11.9
2021-01-03,Hydro,5.18
2021-01-03,Nuclear,10.65
2021-01-03,Other,2.05
2021-01-03,Solar,18.29
2021-01-03,Wind_Offshore,9.24
2021-01-03,Wind_Onshore,25.95
2021-01-04,Biomass,7.67
2021-01-04,Coal_Hard_Coal,13.87
2021-01-04,Coal_Lignite,18.29
2021-01-04,Gas,11.63
2021-01-04,Hydro,5.44
2021-01-04,Nuclear,9.42
2021-01-04,Other,2.2
2021-01-04,Solar,17.04
2021-01-04,Wind_Offshore,9.76
2021-01-04,Wind_Onshore,28.32
2021-01-05,Biomass,8.74
2021-01-05,Coal_Hard_Coal,14.61
2021-01-05,Coal_Lignite,20.26
2021-01-05,Gas,11.89
2021-01-05,Hydro,4.62
2021-01-05,Nuclear,10.61
2021-01-05,Other,2.01
2021-01-05,Solar,15.75
2021-01-05,Wind_Offshore,9.22
2021-01-05,Wind_Onshore,30.23
2021-01-06,Biomass,7.76
2021-01-06,Coal_Hard_Coal,15.6
2021-01-06,Coal_Lignite,19.21
